
0.8957,21,100,avgPrecision,0.8,0.3,50000,5.0E-5,5,1.4666338217669432E-4,3.2430991997094426E-4,8.677188925643176E-5,0.8956132281107436,21,	1111111111111010000101111001000000000000000000010000000000000000000000000000000000000000000000000000
0.8957,21,100,avgPrecision,0.8,0.3,50000,5.0E-5,5,1.2340911717310734E-4,1.6699581120669383E-4,8.826761597735544E-5,0.8956117323840227,21,	1111111111111011011001100000000000000000000000000000000000000000000001000000000000000000000001000000
0.8957,21,100,avgPrecision,0.8,0.3,50000,5.0E-5,5,1.5396277843907066E-4,3.359386339265802E-4,1.5742660588280444E-4,0.8955425733941172,21,	1111111111111100011001000101000000001000000000100000000000000000000000000000000000000000000000000000
0.8957,21,100,ndcg,0.8,0.3,50000,5.0E-5,1,0.0,4.221749787214346E-5,4.221749787214346E-5,0.8956577825021279,5,	1110000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000
0.8957,21,100,ndcg,0.8,0.3,50000,5.0E-5,1,0.0,4.340391562573931E-5,4.340391562573931E-5,0.8956565960843743,6,	1111000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000
0.8957,21,100,ndcg,0.8,0.3,50000,0.0,5,4.422413314807594E-5,4.930299289698237E-5,5.229231884174013E-7,0.8956994770768116,20,	1111110101010000100010100101100000000000100010000000000000000000000000000000000000000100000001000010
0.8957,21,1000,ndcg,0.8,0.3,500000,0.0,5,4.100242565508562E-5,7.324661769987361E-5,8.712691197954037E-6,0.8956912873088021,20,	1111111011010000001010000001100001000100000000000000000000000000100000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0.8957,21,1000,ndcg,0.8,0.3,500000,0.0,5,2.9407595645721153E-5,5.0483468028428294E-5,1.7637544019732943E-6,0.8956982362455981,16,	1111101000010001111100000000101000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0.8957,21,100,avgPrecision,0.8,0.3,50000,0.0,5,1.9612540284505352E-4,2.3702989916223326E-4,5.2675735075502494E-5,0.8956473242649245,21,	1111111111111100110000110000000100000000100010000000000000000000000000000000000000000000000000000000
0.8957,21,100,avgPrecision,0.8,0.3,50000,0.0,5,9.057549358065872E-5,1.396403156869841E-4,5.879653366291926E-6,0.8956941203466338,21,	1111111111111100100110010000010000000000100000100000000000000000000000000000000000000000000000000000
0.8957,21,100,avgPrecision,0.8,0.3,50000,0.0,5,2.2108428782133027E-4,1.363032120815566E-4,5.817726057677497E-6,0.8956941822739424,21,	1111111111111101010100010000100000000001000000000000000000000000000000000000000000000000000100000000
0.8957,21,100,avgPrecision,0.8,0.3,50000,0.0,5,1.5721491409637707E-4,2.692096893563978E-4,1.0056341859010498E-4,0.89559943658141,21,	1111111111111101100100001000000010000000000010000000000000000100000000000000000000000000000000000000
0.8957,21,100,avgPrecision,0.8,0.3,50000,0.0,5,8.251718196027814E-5,3.6192206054144196E-4,2.748995106366392E-4,0.8954251004893634,21,	1111111111101111100000100000011001100000000000000000000000000000000000000000000000000000000000000000
